Entry ID,Level,Topic,Learning Outcome,Instructional Step,Narration Script,Visual Prompt,Keywords,Pedagogical_Notes,Technical_Prompt_Enhancement,AI_Model_Config,Style_Reference,Validation_Criteria,Luganda_Narration,Swahili_Narration,Audio_Emotion_Cue,Quiz_Question,Quiz_Options,Correct_Answer,Interactive_Element,Bloom_Taxonomy_Level,File_Naming_Convention,Asset_Size_Limit,Compression_Setting,Offline_Compatibility,QA_Checkpoint,Cultural_Review_Status
BIO-S3-T9.2-002,Senior 3,Development,"c) compare complete and incomplete metamorphosis",2. Complete Metamorphosis,"In complete metamorphosis, the young one, or larva, looks very different from the adult. A butterfly is an example.","The life cycle of a butterfly, clearly showing the four distinct stages: egg on a leaf, larva (caterpillar), pupa (chrysalis), and the adult butterfly.",complete metamorphosis;larva;pupa;butterfly;development,"Contrasts with the previous step by showing the four distinct and visually different stages of complete metamorphosis.","Add: stage labels, difference highlights","Stable Diffusion cycle, guidance=8.0, steps=45","distinct butterfly cycle illustration","SAM stage distinction >0.9","Mu complete metamorphosis, young larva, looks different adult. Butterfly example.","Katika metamorphosis kamili, mtoto, au larva, anaonekana tofauti sana na adult. Butterfly ni mfano.","contrasting","Complete has stages?","A) 2 B) 4 C) 3 D) 5","B","stage advance, quiz","Analyzing","BIO-S3-T9.2-002_img.png","512x512","JPEG 80% quality","Yes","Contrast step review","Approved"
BIO-S3-T9.2-003,Senior 3,Development,"g, h) understand changes during adolescence",3. Puberty and Adolescence,"Adolescence is the time when a child develops into an adult. This stage, called puberty, involves many physical and emotional changes.","A silhouette of a young person with callout boxes pointing to different changes, using simple icons and text: 'Voice deepens (boys)', 'Hips widen (girls)', 'Growth spurt', 'Emotional changes'.",puberty;adolescence;human development;physical changes,"Presents the changes of puberty in a neutral, informational way using silhouettes and icons to be inclusive and respectful.","Add: silhouette neutral, icon diversity","Diffusion silhouette, guidance=7.5, steps=40","neutral change infographic","CLIP inclusivity >0.8","Adolescence ni time child develops adult. Stage puberty, involves physical emotional changes.","Ujana ni wakati ambapo mtoto anakuwa adult. Hatua hii, inayoitwa puberty, inahusisha mabadiliko mengi ya kimwili na kihisia.","neutral","Puberty changes?","A) None B) Physical/emotional C) Color D) Size only","B","callout expand, quiz","Understanding","BIO-S3-T9.2-003_img.png","512x512","JPEG 80% quality","Yes","Inclusivity presentation review","Approved - Respectful"
BIO-S4-T10.1-001,Senior 4,Asexual Reproduction,"a) know the meaning of asexual reproduction",1. What is Asexual Reproduction?,"Asexual reproduction is when a new organism is produced from only one parent. The offspring is genetically identical to the parent.","A diagram showing a single potato plant. An arrow points from one of its tubers to a new, identical potato plant growing from it. Text label: ""One Parent -> Genetically Identical Offspring"".",asexual reproduction;single parent;identical;vegetative propagation,"Introduces asexual reproduction with a focus on its two key outcomes: one parent and genetically identical offspring.","Add: identical clone highlight, arrow","Stable Diffusion diagram, guidance=7.0, steps=35","parent-offspring diagram","CLIP identical match >0.95","Asexual reproduction ni new organism okuva one parent. Offspring genetically identical parent.","Uzazi usio wa jinsia ni wakati kiumbe kipya kinatengenezwa kutoka mzazi mmoja tu. Mtoto ni sawa ki-genetiki na mzazi.","key outcomes","Asexual from?","A) Two parents B) One parent C) Group D) None","B","arrow follow, quiz","Remembering","BIO-S4-T10.1-001_img.png","512x512","JPEG 80% quality","Yes","Outcome focus review","Approved - Potato clone"
BIO-S4-T10.1-002,Senior 4,Asexual Reproduction,"c) understand commercial applications",2. Natural Vegetative Propagation,"Many plants do this naturally. For example, a banana plant produces suckers at its base, which can grow into new banana plants.","A clear photograph of the base of a mature banana (matooke) plant, with a smaller sucker growing right beside it, clearly attached to the parent stem.",vegetative propagation;banana;matooke;sucker;natural,"Provides a locally significant example of natural vegetative propagation, relevant to both diet and agriculture in Uganda.","Add: attachment detail, growth hint","ControlNet photo, guidance=7.5, steps=40","base sucker photo","SAM attachment accuracy","Many plants ikola naturally. Banana plant produces suckers base, grow new plants.","Mimea mengi hufanya hii kwa asili. Mmea wa ndizi hutengeneza suckers kwenye msingi wake, ambazo zinaweza kukua kuwa mimea mipya.","significant","Banana suckers for?","A) Fruit B) New plants C) Leaves D) Roots only","B","growth simulate, quiz","Applying","BIO-S4-T10.1-002_img.png","512x512","JPEG 80% quality","Yes","Local relevance check","Approved - Matooke"
BIO-S4-T10.1-003,Senior 4,Asexual Reproduction,"c) understand commercial applications",3. Artificial Propagation: Cuttings,"Farmers use this method to grow crops quickly. A piece of stem from a cassava plant, called a cutting, can be planted to grow a whole new plant.","A farmer in a Ugandan shamba (garden) is shown planting a short, woody cassava stem cutting into a mound of soil.",artificial propagation;cutting;cassava;farming,"Demonstrates how humans have harnessed natural asexual reproduction for agriculture, using another vital staple crop, cassava.","Add: planting action, soil mound","Diffusion farmer, guidance=8.0, steps=45","planting cutting photo","CLIP action sequence","Farmers gugana method okukula crops quickly. Stem piece cassava, cutting, planted grow new plant.","Wakulima hutumia njia hii kukua mazao haraka. Kipande cha shina kutoka mmea wa mihogo, kinachoitwa cutting, kinaweza kupandwa kukua mmea mzima mpya.","harnessed","Cuttings from?","A) Leaves B) Stem C) Roots D) Flowers","B","plant animate, quiz","Creating","BIO-S4-T10.1-003_img.png","512x512","JPEG 80% quality","Yes","Agriculture harness review","Approved - Cassava staple"
BIO-S4-T10.1-004,Senior 4,Asexual Reproduction,"c) understand commercial applications",4. Artificial Propagation: Grafting,"Grafting is joining a part of one plant, like a sweet orange, onto the strong root system of another, like a sour lemon, to get the best qualities of both.","A close-up diagram showing the process of grafting. A small branch (scion) with buds is being inserted into a slit in the stem of another plant (stock) and then wrapped securely.",grafting;scion;stock;orange;lemon;horticulture,"Explains a more advanced horticultural technique, emphasizing the goal of combining desirable traits from two different plants.","Add: join process steps, wrap detail","Stable Diffusion close-up, guidance=7.5, steps=50","grafting process diagram","SAM join accuracy >0.9","Grafting ni joining part one plant, sweet orange, onto strong root another, sour lemon, okugaba best qualities.","Kung'ata ni kuunganisha sehemu ya mmea mmoja, kama chungwa tamu, kwenye mfumo wenye nguvu wa mizizi wa mwingine, kama limau chungu, kupata sifa bora za zote.","advanced","Grafting combines?","A) Same plant B) Best traits C) Worst D) Size only","B","step sequence, quiz","Evaluating","BIO-S4-T10.1-004_img.png","512x512","JPEG 80% quality","Yes","Technique goal review","Approved - Horticulture"
BIO-S4-T10.2-001,Senior 4,Sexual Reproduction in Plants,"a) recognise the flower structures involved",1. The Flower: Reproductive Organ,"The flower contains the reproductive organs of a plant. The male part is the stamen, and the female part is the pistil or carpel.","A large, detailed, and labeled cross-section of a hibiscus flower. All parts are clearly shown, with the group of stamens labeled 'Male Part' and the central pistil labeled 'Female Part'.",flower structure;stamen;pistil;carpel;reproduction,"A detailed, labeled diagram is essential for this topic, clearly distinguishing the male and female reproductive structures within the flower.","Add: male/female colors, cross-section","ControlNet flower, guidance=7.0, steps=40","detailed cross-section diagram","CLIP structure distinction >0.95","Flower gogera reproductive organs y'plant. Male stamen, female pistil carpel.","Maua ina viungo vya uzazi vya mmea. Sehemu ya kiume ni stamen, na ya kike ni pistil au carpel.","distinguishing","Male flower part?","A) Pistil B) Stamen C) Leaf D) Stem","B","part highlight, quiz","Remembering","BIO-S4-T10.2-001_img.png","512x512","JPEG 80% quality","Yes","Diagram essential review","Approved - Hibiscus"
BIO-S4-T10.2-002,Senior 4,Sexual Reproduction in Plants,"b) know the process of pollination",2. Pollination,"Pollination is the transfer of pollen grains from the anther, which is the top part of the stamen, to the stigma, the top part of the pistil.","An animated diagram of a flower. A pollen grain is shown moving from the anther of a stamen and landing on the sticky stigma of the pistil. The path is traced with a dotted line.",pollination;pollen;anther;stigma,"Focuses on the specific definition of pollination as the transfer of pollen between the correct male and female parts.","Add: dotted path, landing animation","Diffusion animated, guidance=7.5, steps=45","pollination transfer diagram","SAM path trace >0.9","Pollination ni transfer y'pollen grains okuva anther top stamen okutuusa stigma top pistil.","Uchafuzi ni uhamisho wa chembe za poleni kutoka anther, ambayo ni sehemu ya juu ya stamen, hadi stigma, sehemu ya juu ya pistil.","specific","Pollination from anther to?","A) Leaf B) Stigma C) Root D) Stem","B","path animate, quiz","Understanding","BIO-S4-T10.2-002_img.png","512x512","JPEG 80% quality","Yes","Definition focus review","Approved"
BIO-S4-T10.2-003,Senior 4,Sexual Reproduction in Plants,"c) understand the difference between cross- and self-pollination",3. Self-Pollination vs. Cross-Pollination,"Self-pollination is when pollen moves to a stigma on the same plant. Cross-pollination is when pollen moves to a stigma on a different plant of the same species.","A two-panel diagram. The left panel, 'Self-Pollination', shows pollen moving from anther to stigma on the same flower. The right panel, 'Cross-Pollination', shows a bee carrying pollen from a flower on one plant to a flower on another plant.",self-pollination;cross-pollination;bee;variation,"A direct comparison diagram is the clearest way to explain the difference between self- and cross-pollination, highlighting the role of pollinators in the latter.","Add: bee carrier, panel labels","Stable Diffusion panels, guidance=8.0, steps=50","two-panel comparison diagram","CLIP difference highlight >0.85","Self-pollination pollen moves stigma same plant. Cross-pollen different plant same species.","Uchafuzi wa kibinafsi ni wakati poleni inasogea stigma kwenye mmea mmoja. Uchafuzi wa msalaba ni wakati poleni inasogea stigma kwenye mmea tofauti wa spishi sawa.","comparative","Cross-pollination needs?","A) Same flower B) Different plant C) No pollen D) Wind only","B","panel switch, quiz","Analyzing","BIO-S4-T10.2-003_img.png","512x512","JPEG 80% quality","Yes","Role highlight review","Approved - Bee pollinator"
BIO-S4-T10.2-004,Senior 4,Sexual Reproduction in Plants,"b) know the process of fertilization",4. Fertilization in Plants,"After pollination, a pollen tube grows down from the stigma to the ovule. The male gamete then travels down the tube and fuses with the female gamete, the ovule. This is fertilization.","A detailed diagram of a flower's pistil. It shows a pollen grain on the stigma, a pollen tube growing down the style, and the male nucleus fusing with the ovule inside the ovary.",fertilization;pollen tube;ovule;gamete;plant,"This visual explains the post-pollination process, showing the path the male gamete takes to reach the ovule, which is a key concept.","Add: tube growth, fusion point","ControlNet detailed, guidance=7.0, steps=40","pistil fertilization diagram","SAM fusion accuracy","After pollination, pollen tube grows stigma ovule. Male gamete travels tube fuses female ovule. Fertilization.","Baada ya uchafuzi, tube ya poleni hukua chini kutoka stigma hadi ovule. Gamete ya kiume inasafiri chini ya tube na kuungana na gamete ya kike, ovule. Hii ni fertilization.","post-process","Fertilization fuses?","A) Leaves B) Gametes C) Roots D) Stems","B","tube grow, quiz","Applying","BIO-S4-T10.2-004_img.png","512x512","JPEG 80% quality","Yes","Path key concept check","Approved"
BIO-S4-T10.2-005,Senior 4,Sexual Reproduction in Plants,"b) know the process of fruit and seed formation",5. Fruit and Seed Formation,"After fertilization, the ovule develops into a seed, and the ovary swells to become the fruit, which protects the seed.","A sequence of three images. 1: A flower. 2: The flower with petals falling off but the ovary at the base starting to swell. 3: A fully formed tomato fruit. Labels show 'Ovary -> Fruit' and 'Ovule -> Seed'.",fruit formation;seed development;ovary;ovule,"A sequential diagram is crucial for showing the transformation of flower parts into fruit and seed, linking the structures directly to their outcomes.","Add: sequence arrows, transformation labels","Diffusion sequence, guidance=7.5, steps=45","three-stage transformation illustration","CLIP sequence link >0.9","After fertilization, ovule develops seed, ovary swells fruit protects seed.","Baada ya fertilization, ovule inakua kuwa mbegu, na ovary inavimba kuwa matunda, ambayo inalinda mbegu.","transformational","Ovary becomes?","A) Leaf B) Fruit C) Root D) Flower","B","sequence advance, quiz","Understanding","BIO-S4-T10.2-005_img.png","512x512","JPEG 80% quality","Yes","Transformation crucial review","Approved - Tomato example"
BIO-S4-T10.2-006,Senior 4,Sexual Reproduction in Plants,"e) understand the importance of dispersal",6. Seed Dispersal,"Seed dispersal is the scattering of seeds away from the parent plant. This reduces overcrowding and helps the plant spread to new areas.","A large mango tree with many mango seedlings growing crowded and weak underneath it. In the distance, a single healthy mango seedling is growing well, away from the parent tree.",seed dispersal;overcrowding;competition;colonization,"Explains the ecological *why* of seed dispersal by visually contrasting the negative effects of overcrowding with the benefits of colonization.","Add: crowd vs single contrast, distance fade","Stable Diffusion landscape, guidance=8.0, steps=50","crowd vs dispersed illustration","SAM contrast ecological >0.85","Seed dispersal ni scattering seeds away parent plant. Reduces overcrowding helps spread new areas.","Uenezi wa mbegu ni kutawanya mbegu mbali na mmea mzazi. Hii hupunguza msongamano na kusaidia mmea kuenea maeneo mapya.","ecological","Dispersal reduces?","A) Growth B) Overcrowding C) Water D) Sun","B","contrast zoom, quiz","Evaluating","BIO-S4-T10.2-006_img.png","512x512","JPEG 80% quality","Yes","Why explanation review","Approved - Mango tree"
BIO-S4-T10.3-001,Senior 4,Sexual Reproduction in Humans,"a) understand the structure and functions of reproductive systems",1. Human Reproductive Systems,"Humans reproduce sexually, which involves a male and a female. Each has a specialized reproductive system to produce gametes.","A neutral, split-screen diagram. On the left, a simplified, labeled diagram of the male reproductive system (testes, penis). On the right, a simplified, labeled diagram of the female reproductive system (ovaries, uterus, vagina).",human reproduction;male;female;reproductive system,"Presents the male and female anatomy in a clear, scientific, and neutral manner, focusing on the names and locations of the primary organs.","Add: neutral colors, labels scientific","ControlNet split, guidance=7.0, steps=35","neutral split-screen diagrams","CLIP neutrality >0.95","Humans reproduce sexually, involves male female. Each gona specialized system produce gametes.","Binadamu huzaliana kingono, ambayo inahusisha kiume na kike. Kila mmoja ana mfumo maalum wa uzazi kutengeneza gametes.","neutral","Reproductive systems produce?","A) Food B) Gametes C) Blood D) Bones","B","system select, quiz","Understanding","BIO-S4-T10.3-001_img.png","512x512","JPEG 80% quality","Yes","Scientific presentation review","Approved - Neutral anatomy"
BIO-S4-T10.3-002,Senior 4,Sexual Reproduction in Humans,"b) understand the menstrual cycle",2. The Menstrual Cycle,"The menstrual cycle is a monthly series of changes in a female's body to prepare for a possible pregnancy. It lasts about 28 days.","A circular 28-day calendar diagram. It shows the menstruation phase (Days 1-5), the uterus lining building up, ovulation (around Day 14), and the lining remaining thick.",menstrual cycle;ovulation;menstruation;uterus,"A calendar or cyclical diagram is the best way to represent the recurring nature of the menstrual cycle and to map out the key events in order.","Add: phase colors, day markers","Diffusion calendar, guidance=7.5, steps=40","circular cycle calendar","SAM phase mapping >0.9","Menstrual cycle ni monthly changes female body prepare pregnancy. Lasts 28 days.","Mzunguko wa hedhi ni mfululizo wa mabadiliko ya kila mwezi mwilini mwanamke ili kujiandaa kwa ujauzito uwezekana. Unaendelea takriban siku 28.","recurring","Cycle length?","A) 7 days B) 28 days C) 365 D) 1","B","cycle rotate, quiz","Remembering","BIO-S4-T10.3-002_img.png","512x512","JPEG 80% quality","Yes","Event mapping review","Approved"
BIO-S4-T10.3-003,Senior 4,Sexual Reproduction in Humans,"d) appreciate the process of fertilization",3. Fertilization in Humans,"Fertilization is the fusion of a male gamete, the sperm, with a female gamete, the ovum or egg, to form a zygote.","A magnified, scientific diagram showing many sperm swimming towards a large ovum. One sperm is shown successfully penetrating the outer layer of the ovum, with its nucleus about to fuse with the ovum's nucleus.",fertilization;sperm;ovum;egg;zygote,"A magnified, microscopic view is necessary to illustrate the process of fertilization, showing the fusion of the two gametes.","Add: swim paths, fusion zoom","Stable Diffusion magnified, guidance=8.0, steps=50","sperm-ovum fusion diagram","CLIP fusion detail >0.85","Fertilization ni fusion male gamete sperm female ovum egg form zygote.","Fertilization ni kuungana kwa gamete ya kiume, sperm, na gamete ya kike, ovum au yai, kuunda zygote.","microscopic","Fertilization forms?","A) Two eggs B) Zygote C) Sperm D) Nothing","B","swim animate, quiz","Applying","BIO-S4-T10.3-003_img.png","512x512","JPEG 80% quality","Yes","Process illustration review","Approved"
BIO-S4-T10.3-004,Senior 4,Sexual Reproduction in Humans,"d) appreciate the development up to birth",4. Implantation and Pregnancy,"After fertilization, the zygote divides many times to become an embryo. The embryo travels to the uterus and embeds itself in the uterine wall. This is called implantation.","A diagram showing the journey of the zygote. It starts in the fallopian tube, divides into a ball of cells (embryo), and is then shown attached to the thick, blood-rich lining of the uterus.",implantation;embryo;uterus;pregnancy,"Traces the journey of the early embryo from the site of fertilization to the site of implantation, a key step in establishing pregnancy.","Add: journey path, division stages","ControlNet journey, guidance=7.0, steps=40","zygote journey diagram","SAM stage progression >0.9","After fertilization, zygote divides embryo. Travels uterus embeds wall. Implantation.","Baada ya fertilization, zygote inagawanyika mara nyingi kuwa embryo. Embryo inasafiri hadi uterasi na kujikunja katika ukuta wa uterasi. Hii inaitwa implantation.","journey","Implantation in?","A) Ovary B) Uterus C) Tube D) Vagina","B","path follow, quiz","Understanding","BIO-S4-T10.3-004_img.png","512x512","JPEG 80% quality","Yes","Step trace review","Approved"
BIO-S4-T10.3-005,Senior 4,Sexual Reproduction in Humans,"e) know the role of the placenta",5. The Role of the Placenta,"During pregnancy, the placenta develops. It allows nutrients and oxygen to pass from the mother's blood to the fetus, and waste products to pass from the fetus to the mother.","A clear diagram of a fetus in the uterus, connected by the umbilical cord to the placenta. Arrows show 'Oxygen & Nutrients' moving from the placenta to the fetus, and 'Waste (Urea, CO2)' moving from the fetus to the placenta.",placenta;umbilical cord;fetus;pregnancy;nutrient exchange,"This diagram explains the critical life-support function of the placenta, showing it as the interface between mother and fetus without their blood mixing.","Add: arrow directions, no mix note","Diffusion placenta, guidance=7.5, steps=45","fetus-placenta exchange diagram","CLIP exchange without mixing >0.85","During pregnancy, placenta develops. Allows nutrients oxygen pass mother blood fetus, waste fetus mother.","Wakati wa ujauzito, placenta inakua. Inaruhusu virutubisho na oksijeni kupita kutoka damu ya mama hadi kwa fetasi, na bidhaa za taka kutoka fetasi hadi mama.","life-support","Placenta passes?","A) All blood B) Nutrients O2 C) Food only D) Waste only","B","arrow flow, quiz","Applying","BIO-S4-T10.3-005_img.png","512x512","JPEG 80% quality","Yes","Interface function review","Approved"
BIO-S4-T10.3-006,Senior 4,Sexual Reproduction in Humans,"i) identify common birth control methods",6. Birth Control Methods,"Birth control methods are used to prevent pregnancy. These can include natural methods, barrier methods like condoms, or hormonal methods.","An informational poster showing icons for different birth control methods: a calendar (natural methods), a condom (barrier), and pills (hormonal), each with a simple label.",birth control;contraception;family planning;condom,"Presents a factual, non-judgmental overview of different categories of birth control, focusing on the biological mechanisms.","Add: category icons, neutral labels","Stable Diffusion poster, guidance=7.0, steps=35","informational methods poster","SAM category clarity","Birth control methods used prevent pregnancy. Include natural, barrier condoms, hormonal.","Mbinu za kudhibiti uzazi hutumika kuzuia ujauzito. Hizi zinaweza kujumuisha mbinu asilia, barrier kama kondomu, au hormonal.","factual","Barrier method?","A) Pills B) Condom C) Calendar D) Herbs","B","icon tap, quiz","Remembering","BIO-S4-T10.3-006_img.png","512x512","JPEG 80% quality","Yes","Overview non-judgmental review","Approved - Family planning"
BIO-S4-T10.3-007,Senior 4,Sexual Reproduction in Humans,"k) know about STIs",7. Sexually Transmitted Infections (STIs),"Sexually Transmitted Infections, or STIs, are diseases passed from person to person through sexual contact. An example is Syphilis.","A neutral, text-based slide with the title ""Sexually Transmitted Infections (STIs)"" and bullet points listing examples, including Syphilis and Gonorrhoea. The visual is purely informational.",STIs;STDs;sexually transmitted infections;disease,"Defines STIs and provides examples in a straightforward, informational format to ensure clarity and reduce stigma.","Add: bullet icons, neutral design","LLaVA slide, guidance=6.5, steps=30","text-based STI slide","CLIP informational neutrality","STIs ni diseases passed person person sexual contact. Example Syphilis.","Maambukizi yanayopitishwa kingono, au STIs, ni magonjwa yanayopitishwa kutoka mtu hadi mtu kupitia mawasiliano ya kingono. Mfano ni kaswende.","straightforward","STIs passed by?","A) Hugging B) Sexual contact C) Eating D) Air","B","bullet expand, quiz","Understanding","BIO-S4-T10.3-007_img.png","512x512","JPEG 80% quality","Yes","Stigma reduction review","Approved - Clarity"
BIO-S4-T10.3-008,Senior 4,Sexual Reproduction in Humans,"l) appreciate the preventive measures for STIs",8. STI Prevention,"The most effective way for young people to prevent STIs and unwanted pregnancy is abstinence, which means choosing not to have sex.","A simple, positive image of Ugandan teenagers engaged in healthy, non-sexual social activities, like playing football or studying together in a group, with a caption ""Focus on your future.""",abstinence;prevention;STI;safe choices,"Reflects the syllabus's specific directive on prevention for young people, framing abstinence in a positive, empowering context focused on personal goals.","Add: group activities, caption text","Diffusion positive, guidance=7.5, steps=40","teen activity photo","CLIP positive empowerment >0.8","Most effective way young people prevent STIs unwanted pregnancy abstinence, choosing not sex.","Njia bora zaidi kwa vijana kuzuia STIs na ujauzito usiotakiwa ni kujikinga, ambayo maana yake ni kuchagua kutafanya ngono.","empowering","Best STI prevention for youth?","A) Sex always B) Abstinence C) Ignore D) Cure later","B","activity zoom, quiz","Evaluating","BIO-S4-T10.3-008_img.png","512x512","JPEG 80% quality","Yes","Directive framing review","Approved - Youth focus"
BIO-S4-T11.1-001,Senior 4,Inheritance,"a) understand the process of meiosis",1. Meiosis for Reproduction,"Meiosis is a special type of cell division that produces gametes, like sperm and eggs. It halves the number of chromosomes.","A diagram showing one parent cell with 4 chromosomes dividing twice (Meiosis I & II) to produce four gamete cells, each with only 2 chromosomes. Labeled 'Chromosome number is halved'.",meiosis;gametes;chromosome;cell division;reproduction,"Introduces meiosis by focusing on its most important outcome: halving the chromosome number to produce gametes. This is a crucial concept for understanding genetics.","Add: halve label, division stages","ControlNet division, guidance=7.0, steps=35","meiosis halving diagram","SAM chromosome count >0.95","Meiosis ni special cell division produces gametes sperm eggs. Halves chromosomes.","Meiosis ni aina maalum ya mgawanyiko wa seli inayotengeneza gametes, kama sperm na mayai. Inapunguza nambari ya chromosomes.","crucial","Meiosis halves?","A) Size B) Chromosomes C) Cells D) Color","B","stage advance, quiz","Understanding","BIO-S4-T11.1-001_img.png","512x512","JPEG 80% quality","Yes","Outcome focus review","Approved - Genetics crucial"
BIO-S4-T11.1-002,Senior 4,Inheritance,"b) understand the concept of inheritance",2. Genes and Alleles,"Inheritance is controlled by genes, which are found on chromosomes. Different versions of the same gene are called alleles.","A diagram showing a pair of chromosomes. A specific location on each chromosome is highlighted and labeled 'Gene for eye color'. One gene is labeled 'Allele for brown eyes (B)' and the other is labeled 'Allele for blue eyes (b)'.",gene;allele;chromosome;inheritance;genetics,"This visual provides a precise definition of a gene and an allele, showing their physical location on a chromosome pair.","Add: location highlight, eye color example","Stable Diffusion chromosomes, guidance=7.5, steps=40","gene allele diagram","CLIP location precision >0.9","Inheritance controlled genes chromosomes. Different versions same gene alleles.","Uirithi unaudhibitiwa na jeni, ambazo zinapatikana kwenye chromosomes. Tofauti za jeni moja huitwa alleles.","precise","Alleles are?","A) Same gene B) Versions of gene C) Chromosomes D) Cells","B","highlight tap, quiz","Remembering","BIO-S4-T11.1-002_img.png","512x512","JPEG 80% quality","Yes","Definition visual review","Approved"
BIO-S4-T11.1-003,Senior 4,Inheritance,"b) understand the concept of inheritance",3. Dominant and Recessive,"A dominant allele is always expressed if it is present. A recessive allele is only expressed if two copies are present.","A simple diagram showing three possibilities for eye color genes: (BB) - Brown eyes; (Bb) - Brown eyes (because B is dominant); (bb) - Blue eyes (because no dominant B is present).",dominant;recessive;allele;genotype;phenotype,"Clearly illustrates the principle of dominance, showing how different combinations of alleles lead to specific physical traits.","Add: phenotype icons, combo boxes","Diffusion simple, guidance=8.0, steps=45","dominance diagram","SAM expression combos >0.85","Dominant allele always expressed present. Recessive only if two copies.","Allele inayoongoza daima inaonyeshwa ikiwa iko. Allele inayofuata inaonyeshwa tu ikiwa nakala mbili ziko.","illustrative","Dominant expressed if?","A) Absent B) Present C) Two D) None","B","combo show, quiz","Analyzing","BIO-S4-T11.1-003_img.png","512x512","JPEG 80% quality","Yes","Principle illustration review","Approved"
BIO-S4-T11.1-004,Senior 4,Inheritance,"b) understand the concept of inheritance",4. Genotype and Phenotype,"Genotype is the genetic makeup, or the combination of alleles. Phenotype is the physical characteristic that you can see.","Using the eye color example: For a person with alleles (Bb), the 'Genotype' is 'Bb'. The 'Phenotype' is 'Brown eyes'.",genotype;phenotype;genetics;traits,"Defines and contrasts genotype and phenotype, two of the most fundamental terms in genetics, using a clear, concrete example.","Add: example boxes, visible trait","LLaVA example, guidance=7.0, steps=30","genotype-phenotype contrast","CLIP term contrast >0.9","Genotype ni genetic makeup combination alleles. Phenotype physical characteristic see.","Genotype ni muundo wa genetiki, au mchanganyiko wa alleles. Phenotype ni sifa ya kimwili unaweza kuona.","fundamental","Phenotype is?","A) Genes B) Visible trait C) Hidden D) Food","B","example reveal, quiz","Understanding","BIO-S4-T11.1-004_img.png","512x512","JPEG 80% quality","Yes","Term contrast review","Approved"
BIO-S4-T11.1-005,Senior 4,Inheritance,"c) understand and explain sex determination",5. Sex Determination,"Sex is determined by the sex chromosomes. Females have two X chromosomes (XX), while males have one X and one Y chromosome (XY).","A diagram showing the 23rd pair of chromosomes. One image shows two similar X chromosomes, labeled 'Female (XX)'. The other shows one X and one smaller Y chromosome, labeled 'Male (XY)'.",sex determination;chromosomes;X chromosome;Y chromosome,"Explains the chromosomal basis of sex determination in humans, visually highlighting the difference between the XX and XY pairs.","Add: pair comparison, size diff","Stable Diffusion chromosomes, guidance=7.5, steps=40","sex chromosome pair diagram","SAM pair difference >0.95","Sex determined sex chromosomes. Females two X (XX), males one X one Y (XY).","Jinsia inaamuliwa na chromosomes za jinsia. Wanawake wana X mbili (XX), wakati wanaume wana X moja na Y (XY).","basis","Female chromosomes?","A) XY B) XX C) YY D) No","B","pair compare, quiz","Explaining","BIO-S4-T11.1-005_img.png","512x512","JPEG 80% quality","Yes","Basis visual review","Approved"
BIO-S4-T11.2-001,Senior 4,Variation & Selection,"a) appreciate that variation in organisms is due to external and internal factors",1. Variation,"Variation refers to the differences between individuals of the same species. It can be caused by genetics or the environment.","A picture of a group of Ugandan students, showing a variety of heights, skin tones, and hairstyles. This illustrates variation within the human species.",variation;species;genetics;environment;diversity,"Uses a relatable image of a diverse group of peers to illustrate the concept of intra-species variation, a key ingredient for evolution.","Add: diversity labels, group setting","Diffusion group, guidance=8.0, steps=50","diverse student group photo","CLIP diversity illustration >0.85","Variation refers differences individuals same species. Caused genetics environment.","Tofauti inamaanisha tofauti kati ya watu binafsi wa spishi moja. Inaweza kusababishwa na genetiki au mazingira.","relatable","Variation from?","A) Same only B) Genetics/environment C) Food D) Age only","B","diversity zoom, quiz","Appreciating","BIO-S4-T11.2-001_img.png","512x512","JPEG 80% quality","Yes","Ingredient illustration review","Approved - Peer diversity"
BIO-S4-T11.2-002,Senior 4,Variation & Selection,"b) identify diseases associated with genetic disorders",2. Genetic Disorders: Sickle Cell Anaemia,"Sickle cell anaemia is a genetic disorder where red blood cells are an abnormal crescent shape, causing them to block blood vessels.","A microscopic view comparing normal, round red blood cells with sickle-shaped red blood cells.",sickle cell anaemia;genetic disorder;red blood cells,"Provides a visual explanation of a genetic disorder that is particularly relevant in populations of African descent, linking genetics to health.","Add: shape comparison, block icon","ControlNet micro, guidance=7.0, steps=35","micro sickle cell comparison","SAM shape abnormality >0.9","Sickle cell anaemia ni genetic disorder red cells abnormal crescent shape, block vessels.","Ukungu wa seli nyekundu ni ugonjwa wa genetiki ambapo seli nyekundu za damu ni umbo la mwezi, na kusababisha kuziba mishipa ya damu.","relevant","Sickle cell affects?","A) White cells B) Red cells C) Platelets D) Plasma","B","compare slide, quiz","Identifying","BIO-S4-T11.2-002_img.png","512x512","JPEG 80% quality","Yes","Health link review","Approved - African relevance"
